Date,Open,High,Low,Close,Adj Close,Volume
2016-06-30,null,null,null,null,null,null
2016-07-01,null,null,null,null,null,null
2016-07-04,null,null,null,null,null,null
2016-07-05,null,null,null,null,null,null
2016-07-07,null,null,null,null,null,null
2016-07-08,null,null,null,null,null,null
2016-07-11,null,null,null,null,null,null
2016-07-12,null,null,null,null,null,null
2016-07-13,null,null,null,null,null,null
2016-07-14,null,null,null,null,null,null
2016-07-15,null,null,null,null,null,null
2016-07-18,null,null,null,null,null,null
2016-07-19,null,null,null,null,null,null
2016-07-20,null,null,null,null,null,null
2016-07-21,null,null,null,null,null,null
2016-07-22,null,null,null,null,null,null
2016-07-25,null,null,null,null,null,null
2016-07-26,null,null,null,null,null,null
2016-07-27,null,null,null,null,null,null
2016-07-28,null,null,null,null,null,null
2016-07-29,null,null,null,null,null,null
2016-08-01,null,null,null,null,null,null
2016-08-02,null,null,null,null,null,null
2016-08-03,null,null,null,null,null,null
2016-08-04,null,null,null,null,null,null
2016-08-05,null,null,null,null,null,null
2016-08-08,null,null,null,null,null,null
2016-08-09,null,null,null,null,null,null
2016-08-10,null,null,null,null,null,null
2016-08-11,null,null,null,null,null,null
2016-08-12,null,null,null,null,null,null
2016-08-16,null,null,null,null,null,null
2016-08-17,null,null,null,null,null,null
2016-08-18,null,null,null,null,null,null
2016-08-19,null,null,null,null,null,null
2016-08-22,null,null,null,null,null,null
2016-08-23,null,null,null,null,null,null
2016-08-24,null,null,null,null,null,null
2016-08-25,null,null,null,null,null,null
2016-08-26,null,null,null,null,null,null
2016-08-29,null,null,null,null,null,null
2016-08-30,null,null,null,null,null,null
2016-08-31,null,null,null,null,null,null
2016-09-01,null,null,null,null,null,null
2016-09-02,null,null,null,null,null,null
2016-09-06,null,null,null,null,null,null
2016-09-07,null,null,null,null,null,null
2016-09-08,null,null,null,null,null,null
2016-09-09,null,null,null,null,null,null
2016-09-12,null,null,null,null,null,null
2016-09-14,null,null,null,null,null,null
2016-09-15,null,null,null,null,null,null
2016-09-16,null,null,null,null,null,null
2016-09-19,null,null,null,null,null,null
2016-09-20,null,null,null,null,null,null
2016-09-21,null,null,null,null,null,null
2016-09-22,null,null,null,null,null,null
2016-09-23,null,null,null,null,null,null
2016-09-26,null,null,null,null,null,null
2016-09-27,null,null,null,null,null,null
2016-09-28,null,null,null,null,null,null
2016-09-29,null,null,null,null,null,null
2016-09-30,null,null,null,null,null,null
2016-10-03,null,null,null,null,null,null
2016-10-04,null,null,null,null,null,null
2016-10-05,null,null,null,null,null,null
2016-10-06,null,null,null,null,null,null
2016-10-07,null,null,null,null,null,null
2016-10-10,null,null,null,null,null,null
2016-10-13,null,null,null,null,null,null
2016-10-14,null,null,null,null,null,null
2016-10-17,null,null,null,null,null,null
2016-10-18,null,null,null,null,null,null
2016-10-19,null,null,null,null,null,null
2016-10-20,null,null,null,null,null,null
2016-10-21,null,null,null,null,null,null
2016-10-24,null,null,null,null,null,null
2016-10-25,null,null,null,null,null,null
2016-10-26,null,null,null,null,null,null
2016-10-27,null,null,null,null,null,null
2016-10-28,null,null,null,null,null,null
2016-11-01,null,null,null,null,null,null
2016-11-02,null,null,null,null,null,null
2016-11-03,null,null,null,null,null,null
2016-11-04,null,null,null,null,null,null
2016-11-07,null,null,null,null,null,null
2016-11-08,null,null,null,null,null,null
2016-11-09,null,null,null,null,null,null
2016-11-10,null,null,null,null,null,null
2016-11-11,null,null,null,null,null,null
2016-11-15,null,null,null,null,null,null
2016-11-16,null,null,null,null,null,null
2016-11-17,null,null,null,null,null,null
2016-11-18,null,null,null,null,null,null
2016-11-21,null,null,null,null,null,null
2016-11-22,null,null,null,null,null,null
2016-11-23,null,null,null,null,null,null
2016-11-24,null,null,null,null,null,null
2016-11-25,null,null,null,null,null,null
2016-11-28,null,null,null,null,null,null
2016-11-29,null,null,null,null,null,null
2016-11-30,null,null,null,null,null,null
2016-12-01,null,null,null,null,null,null
2016-12-02,null,null,null,null,null,null
2016-12-05,null,null,null,null,null,null
2016-12-06,null,null,null,null,null,null
2016-12-07,null,null,null,null,null,null
2016-12-08,null,null,null,null,null,null
2016-12-09,null,null,null,null,null,null
2016-12-12,14927.250000,14928.799805,14716.599609,14759.349609,14759.349609,0
2016-12-13,14791.250000,14795.450195,14652.900391,14712.500000,14712.500000,0
2016-12-14,14745.049805,14760.599609,14610.450195,14622.900391,14622.900391,0
2016-12-15,14516.099609,14756.000000,14510.450195,14679.549805,14679.549805,0
2016-12-16,14724.450195,14731.049805,14585.500000,14620.200195,14620.200195,0
2016-12-19,14633.849609,14637.200195,14526.400391,14544.250000,14544.250000,0
2016-12-20,14554.299805,14573.650391,14308.099609,14338.700195,14338.700195,0
2016-12-21,14398.450195,14416.849609,14320.400391,14342.650391,14342.650391,0
2016-12-22,14315.650391,14320.200195,14111.849609,14136.049805,14136.049805,0
2016-12-23,14144.150391,14182.950195,13998.349609,14077.599609,14077.599609,0
2016-12-26,null,null,null,null,null,null
2016-12-27,13771.700195,13992.049805,13658.150391,13972.299805,13972.299805,0
2016-12-28,14025.750000,14171.849609,14017.049805,14034.700195,14034.700195,0
2016-12-29,14051.349609,14268.700195,14023.599609,14238.599609,14238.599609,0
2016-12-30,14287.250000,14403.599609,14280.650391,14351.450195,14351.450195,0
2017-01-02,null,null,null,null,null,null
2017-01-03,14524.400391,14619.750000,14486.549805,14609.849609,14609.849609,0
2017-01-04,14653.549805,14746.200195,14648.150391,14681.250000,14681.250000,0
2017-01-05,14764.599609,14885.849609,14762.549805,14876.150391,14876.150391,0
2017-01-06,14931.750000,14995.799805,14833.900391,14854.200195,14854.200195,0
2017-01-09,14903.599609,14916.250000,14839.299805,14873.450195,14873.450195,0
2017-01-10,14919.299805,14993.099609,14882.150391,14984.299805,14984.299805,0
2017-01-11,15048.099609,15178.799805,15042.250000,15159.750000,15159.750000,0
2017-01-12,15176.900391,15211.599609,15092.700195,15192.900391,15192.900391,0
